Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 47,-110.425,33.515,4006,6/12/20,0,61.8,81.1,100.3
Location 47,-110.425,33.515,4006,6/13/20,0,68.9,83.9,99
Location 47,-110.425,33.515,4006,6/14/20,0,64,80.5,97
Location 47,-110.425,33.515,4006,6/15/20,0,60.5,78.5,96.5
Location 47,-110.425,33.515,4006,6/16/20,0,61.8,79,96.2
Location 47,-110.425,33.515,4006,6/17/20,0,63.9,79.9,95.8
Location 47,-110.425,33.515,4006,6/18/20,0,58.9,76.7,94.5
Location 47,-110.425,33.515,4006,6/19/20,0,58.1,75.3,92.5
Location 47,-110.425,33.515,4006,6/20/20,0,57.4,75.2,93.1
Location 47,-110.425,33.515,4006,6/21/20,0,59.6,77.5,95.5
Location 47,-110.425,33.515,4006,6/22/20,0,59.7,78.8,97.9
Location 47,-110.425,33.515,4006,6/23/20,0,66.3,82.8,99.3
Location 47,-110.425,33.515,4006,6/24/20,0,64.8,82.7,100.5
Location 47,-110.425,33.515,4006,6/25/20,0,64.7,83.2,101.7
Location 47,-110.425,33.515,4006,6/26/20,0,64.7,82.6,100.4
Location 47,-110.425,33.515,4006,6/27/20,0,64.7,81.9,99
Location 47,-110.425,33.515,4006,6/28/20,0,64.4,80.1,95.8
Location 47,-110.425,33.515,4006,6/29/20,0,64.4,78.4,92.4
Location 47,-110.425,33.515,4006,6/30/20,0,62.4,76.9,91.5
Location 47,-110.425,33.515,4006,7/1/20,0,62.4,76.2,90
Location 47,-110.425,33.515,4006,7/2/20,0,62.2,78,93.7
Location 47,-110.425,33.515,4006,7/3/20,0,68.6,80,91.3
Location 47,-110.425,33.515,4006,7/4/20,0.02,69.4,82.8,96.3
Location 47,-110.425,33.515,4006,7/5/20,0,71.2,85.3,99.5
Location 47,-110.425,33.515,4006,7/6/20,0,71.6,86.7,101.7
Location 47,-110.425,33.515,4006,7/7/20,0,70,86.1,102.2
Location 47,-110.425,33.515,4006,7/8/20,0,69.1,85.1,101.2
Location 47,-110.425,33.515,4006,7/9/20,0,73.2,86.8,100.5
Location 47,-110.425,33.515,4006,7/10/20,0,75.5,88.3,101.2
Location 47,-110.425,33.515,4006,7/11/20,0,77.8,91.6,105.4
Location 47,-110.425,33.515,4006,7/12/20,0,76.4,92,107.6
Location 47,-110.425,33.515,4006,7/13/20,0,75.3,91.3,107.3
Location 47,-110.425,33.515,4006,7/14/20,0,74.5,88.1,101.8
Location 47,-110.425,33.515,4006,7/15/20,0,71.6,85.8,100
Location 47,-110.425,33.515,4006,7/16/20,0.01,71.2,84.4,97.6
Location 47,-110.425,33.515,4006,7/17/20,0,69.6,83.4,97.3
Location 47,-110.425,33.515,4006,7/18/20,0.04,69.1,81.3,93.4
Location 47,-110.425,33.515,4006,7/19/20,0,70.1,85.2,100.4
Location 47,-110.425,33.515,4006,7/20/20,0,73.3,86.7,100.1
Location 47,-110.425,33.515,4006,7/21/20,0,74,86.8,99.7
Location 47,-110.425,33.515,4006,7/22/20,0,71.6,84.7,97.9
Location 47,-110.425,33.515,4006,7/23/20,0,67.2,79.2,91.3
Location 47,-110.425,33.515,4006,7/24/20,0.01,66.2,75.1,84.1
Location 47,-110.425,33.515,4006,7/25/20,0.25,66.5,74.2,82
Location 47,-110.425,33.515,4006,7/26/20,0.06,65.8,76.6,87.3
Location 47,-110.425,33.515,4006,7/27/20,0,66.6,81.3,96
Location 47,-110.425,33.515,4006,7/28/20,0.26,68.5,81.6,94.6
Location 47,-110.425,33.515,4006,7/29/20,0.04,69.7,84.5,99.3
Location 47,-110.425,33.515,4006,7/30/20,0,70.7,87.3,103.9
Location 47,-110.425,33.515,4006,7/31/20,0,73.1,90.1,107.1
Location 47,-110.425,33.515,4006,8/1/20,0,73.8,90.1,106.4
Location 47,-110.425,33.515,4006,8/2/20,0,72.3,85.9,99.5
Location 47,-110.425,33.515,4006,8/3/20,0,71.3,85,98.7
Location 47,-110.425,33.515,4006,8/4/20,0,70.3,85.7,101.2
Location 47,-110.425,33.515,4006,8/5/20,0,69.8,84.6,99.3
Location 47,-110.425,33.515,4006,8/6/20,0,67.9,83.1,98.3
Location 47,-110.425,33.515,4006,8/7/20,0,66.7,82.9,99.1
Location 47,-110.425,33.515,4006,8/8/20,0,67.4,82.2,97
Location 47,-110.425,33.515,4006,8/9/20,0,67.2,83.1,99
Location 47,-110.425,33.515,4006,8/10/20,0,69.5,85.2,100.9
Location 47,-110.425,33.515,4006,8/11/20,0,70.9,86.1,101.3
Location 47,-110.425,33.515,4006,8/12/20,0,72.6,86.8,101
Location 47,-110.425,33.515,4006,8/13/20,0,71.2,85.7,100.2
Location 47,-110.425,33.515,4006,8/14/20,0,69.4,86.6,103.9
Location 47,-110.425,33.515,4006,8/15/20,0,74.3,90.1,105.9
Location 47,-110.425,33.515,4006,8/16/20,0,70.9,88.3,105.7
Location 47,-110.425,33.515,4006,8/17/20,0.12,70.5,86.7,103
Location 47,-110.425,33.515,4006,8/18/20,0.03,66.4,83.6,100.7
Location 47,-110.425,33.515,4006,8/19/20,0.01,66.8,83.8,100.8
Location 47,-110.425,33.515,4006,8/20/20,0.07,68.4,85.8,103.1
Location 47,-110.425,33.515,4006,8/21/20,0.07,73.1,87.9,102.6
Location 47,-110.425,33.515,4006,8/22/20,0,72.5,84.8,97
Location 47,-110.425,33.515,4006,8/23/20,0.1,70.3,84.6,98.8
Location 47,-110.425,33.515,4006,8/24/20,0.01,69.6,85.6,101.6
Location 47,-110.425,33.515,4006,8/25/20,0,72.6,87.4,102.3
Location 47,-110.425,33.515,4006,8/26/20,0,70.8,85.6,100.4
Location 47,-110.425,33.515,4006,8/27/20,0,71,86.1,101.1
Location 47,-110.425,33.515,4006,8/28/20,0.05,70.3,85.4,100.5
Location 47,-110.425,33.515,4006,8/29/20,0,71,85.9,100.8
Location 47,-110.425,33.515,4006,8/30/20,0.05,63.7,80.2,96.7
Location 47,-110.425,33.515,4006,8/31/20,0.05,64.9,79.1,93.3
Location 47,-110.425,33.515,4006,9/1/20,0,65.9,78.5,91.2
Location 47,-110.425,33.515,4006,9/2/20,0,66.4,77.4,88.4
Location 47,-110.425,33.515,4006,9/3/20,0,63.7,78.8,94
Location 47,-110.425,33.515,4006,9/4/20,0,65.1,82.4,99.6
Location 47,-110.425,33.515,4006,9/5/20,0,67.8,85.2,102.6
Location 47,-110.425,33.515,4006,9/6/20,0,70,85.2,100.3
Location 47,-110.425,33.515,4006,9/7/20,0,66.6,83.6,100.7
Location 47,-110.425,33.515,4006,9/8/20,0,66.4,83.7,100.9
Location 47,-110.425,33.515,4006,9/9/20,0.13,56.5,72,87.4
Location 47,-110.425,33.515,4006,9/10/20,0,51.7,66.1,80.4
Location 47,-110.425,33.515,4006,9/11/20,0,50.4,65.3,80.2
Location 47,-110.425,33.515,4006,9/12/20,0,53.8,66.3,78.8
Location 47,-110.425,33.515,4006,9/13/20,0,55.3,70.4,85.4
Location 47,-110.425,33.515,4006,9/14/20,0,57.9,73.7,89.5
Location 47,-110.425,33.515,4006,9/15/20,0,60.3,74.7,89.1
Location 47,-110.425,33.515,4006,9/16/20,0,58.5,74.5,90.6
Location 47,-110.425,33.515,4006,9/17/20,0,58.7,77.3,95.8
Location 47,-110.425,33.515,4006,9/18/20,0,63.9,79,94.2
Location 47,-110.425,33.515,4006,9/19/20,0,62.4,77.2,91.9
Location 47,-110.425,33.515,4006,9/20/20,0,62,75.9,89.8
Location 47,-110.425,33.515,4006,9/21/20,0,60.2,76.7,93.1
Location 47,-110.425,33.515,4006,9/22/20,0,60.5,77.1,93.7
Location 47,-110.425,33.515,4006,9/23/20,0,61.3,75.8,90.4
Location 47,-110.425,33.515,4006,9/24/20,0,62.3,77.5,92.7
Location 47,-110.425,33.515,4006,9/25/20,0,62,79,96.1
Location 47,-110.425,33.515,4006,9/26/20,0,60.9,77.7,94.5
Location 47,-110.425,33.515,4006,9/27/20,0,61.5,77.4,93.2
Location 47,-110.425,33.515,4006,9/28/20,0,59.6,75.9,92.1
Location 47,-110.425,33.515,4006,9/29/20,0,57.1,72.6,88.1
Location 47,-110.425,33.515,4006,9/30/20,0,53.7,71,88.3
Location 47,-110.425,33.515,4006,10/1/20,0,55,74.1,93.1
Location 47,-110.425,33.515,4006,10/2/20,0,56,75.3,94.5
Location 47,-110.425,33.515,4006,10/3/20,0,56.7,75.1,93.5
Location 47,-110.425,33.515,4006,10/4/20,0,56.7,75.2,93.7
Location 47,-110.425,33.515,4006,10/5/20,0,55.2,73.4,91.7
Location 47,-110.425,33.515,4006,10/6/20,0,57.1,74.9,92.8
Location 47,-110.425,33.515,4006,10/7/20,0,56.5,74.7,93
Location 47,-110.425,33.515,4006,10/8/20,0,56.3,74.5,92.8
Location 47,-110.425,33.515,4006,10/9/20,0,56.1,73.4,90.7
Location 47,-110.425,33.515,4006,10/10/20,0,55.1,72,88.9
Location 47,-110.425,33.515,4006,10/11/20,0,53.8,70,86.1
Location 47,-110.425,33.515,4006,10/12/20,0,52.7,68.2,83.8
Location 47,-110.425,33.515,4006,10/13/20,0,52.6,70.5,88.4
Location 47,-110.425,33.515,4006,10/14/20,0,54.5,73,91.6
Location 47,-110.425,33.515,4006,10/15/20,0,53.6,72.5,91.4
Location 47,-110.425,33.515,4006,10/16/20,0,55.2,73.1,91.1
Location 47,-110.425,33.515,4006,10/17/20,0,53,70.3,87.6
Location 47,-110.425,33.515,4006,10/18/20,0,52.5,70.5,88.5
Location 47,-110.425,33.515,4006,10/19/20,0,52.1,69.8,87.5
Location 47,-110.425,33.515,4006,10/20/20,0,51,69.2,87.4
Location 47,-110.425,33.515,4006,10/21/20,0,51.5,69.8,88
Location 47,-110.425,33.515,4006,10/22/20,0,50.9,68.7,86.5
Location 47,-110.425,33.515,4006,10/23/20,0,51.5,67.1,82.7
Location 47,-110.425,33.515,4006,10/24/20,0,52.4,67.7,82.9
Location 47,-110.425,33.515,4006,10/25/20,0,54.8,66.7,78.6
Location 47,-110.425,33.515,4006,10/26/20,0.02,49.7,62.9,76.1
Location 47,-110.425,33.515,4006,10/27/20,0.07,32,44.3,56.7
Location 47,-110.425,33.515,4006,10/28/20,0,27.3,36.9,46.4
Location 47,-110.425,33.515,4006,10/29/20,0,26.9,43,59.1
Location 47,-110.425,33.515,4006,10/30/20,0,37.9,54.4,70.9
Location 47,-110.425,33.515,4006,10/31/20,0,45,59.5,74
Location 47,-110.425,33.515,4006,11/1/20,0,47.7,63.7,79.7
Location 47,-110.425,33.515,4006,11/2/20,0,54.2,66.7,79.3
Location 47,-110.425,33.515,4006,11/3/20,0,51.1,64.9,78.7
Location 47,-110.425,33.515,4006,11/4/20,0,48.3,64.4,80.5
Location 47,-110.425,33.515,4006,11/5/20,0,51.3,67.3,83.3
Location 47,-110.425,33.515,4006,11/6/20,0,50.7,68.1,85.5
Location 47,-110.425,33.515,4006,11/7/20,0,61.3,71.5,81.7
Location 47,-110.425,33.515,4006,11/8/20,0.08,42.2,57.8,73.3
Location 47,-110.425,33.515,4006,11/9/20,0.22,38.4,49.5,60.6
Location 47,-110.425,33.515,4006,11/10/20,0,26.7,37.2,47.7
Location 47,-110.425,33.515,4006,11/11/20,0,25.9,41.2,56.5
Location 47,-110.425,33.515,4006,11/12/20,0,29,45.8,62.6
Location 47,-110.425,33.515,4006,11/13/20,0,34.8,50.2,65.6
Location 47,-110.425,33.515,4006,11/14/20,0,38.6,52.9,67.3
Location 47,-110.425,33.515,4006,11/15/20,0,36.1,51.6,67
Location 47,-110.425,33.515,4006,11/16/20,0,38.2,55.3,72.5
Location 47,-110.425,33.515,4006,11/17/20,0,40.4,59.3,78.3
Location 47,-110.425,33.515,4006,11/18/20,0,46.8,63,79.2
Location 47,-110.425,33.515,4006,11/19/20,0,51.1,65.9,80.7
Location 47,-110.425,33.515,4006,11/20/20,0,48.7,64.7,80.6
Location 47,-110.425,33.515,4006,11/21/20,0,48.3,63.5,78.7
Location 47,-110.425,33.515,4006,11/22/20,0,47.7,61.9,76
Location 47,-110.425,33.515,4006,11/23/20,0,47.6,62.5,77.4
Location 47,-110.425,33.515,4006,11/24/20,0,45.8,58.6,71.4
Location 47,-110.425,33.515,4006,11/25/20,0,32,47,62
Location 47,-110.425,33.515,4006,11/26/20,0,32,47.6,63.3
Location 47,-110.425,33.515,4006,11/27/20,0,33.7,49,64.3
Location 47,-110.425,33.515,4006,11/28/20,0,29.8,41.5,53.3
Location 47,-110.425,33.515,4006,11/29/20,0,29,43.9,58.9
Location 47,-110.425,33.515,4006,11/30/20,0,29.3,46.5,63.8
Location 47,-110.425,33.515,4006,12/1/20,0,30.7,44.6,58.4
Location 47,-110.425,33.515,4006,12/2/20,0,28.5,45.9,63.3
Location 47,-110.425,33.515,4006,12/3/20,0,31.4,43.2,55.1
Location 47,-110.425,33.515,4006,12/4/20,0,25.7,38.8,51.9
Location 47,-110.425,33.515,4006,12/5/20,0,26.2,42.3,58.3
Location 47,-110.425,33.515,4006,12/6/20,0,28.4,45.3,62.2
Location 47,-110.425,33.515,4006,12/7/20,0,30.6,48.2,65.7
Location 47,-110.425,33.515,4006,12/8/20,0,32.2,49.1,66
Location 47,-110.425,33.515,4006,12/9/20,0,35.6,51.4,67.2
Location 47,-110.425,33.515,4006,12/10/20,0.02,34.7,51.5,68.3
Location 47,-110.425,33.515,4006,12/11/20,0.16,39.6,45,50.5
Location 47,-110.425,33.515,4006,12/12/20,0,33.9,44.5,55.1
Location 47,-110.425,33.515,4006,12/13/20,0,29.1,43,56.9
Location 47,-110.425,33.515,4006,12/14/20,0,27.1,38.9,50.8
Location 47,-110.425,33.515,4006,12/15/20,0,29.9,41.1,52.3
Location 47,-110.425,33.515,4006,12/16/20,0,24,37.6,51.2
Location 47,-110.425,33.515,4006,12/17/20,0,25.6,41.2,56.7
Location 47,-110.425,33.515,4006,12/18/20,0,28.9,43.5,58
Location 47,-110.425,33.515,4006,12/19/20,0,29.3,43,56.8
Location 47,-110.425,33.515,4006,12/20/20,0,27.5,43.2,58.9
Location 47,-110.425,33.515,4006,12/21/20,0,28.5,45.1,61.7
Location 47,-110.425,33.515,4006,12/22/20,0,31.6,48.4,65.2
Location 47,-110.425,33.515,4006,12/23/20,0,30.6,46.2,61.7
Location 47,-110.425,33.515,4006,12/24/20,0,22.6,38,53.4
Location 47,-110.425,33.515,4006,12/25/20,0,23.5,35.1,46.8
Location 47,-110.425,33.515,4006,12/26/20,0,27.7,41.5,55.3
Location 47,-110.425,33.515,4006,12/27/20,0,29,45.2,61.4
Location 47,-110.425,33.515,4006,12/28/20,0,32.3,46.7,61.2
Location 47,-110.425,33.515,4006,12/29/20,0,37.6,51.9,66.2
Location 47,-110.425,33.515,4006,12/30/20,0,29.4,39.9,50.3
Location 47,-110.425,33.515,4006,12/31/20,0,26.3,38.9,51.5
,,,,,,,,
Location 48,-112.175,34.174,2756,1/1/20,0,35.3,44.8,54.3
Location 48,-112.175,34.174,2756,1/2/20,0,33.3,43.9,54.5
Location 48,-112.175,34.174,2756,1/3/20,0,36,47,58
Location 48,-112.175,34.174,2756,1/4/20,0,35.9,49.6,63.2
Location 48,-112.175,34.174,2756,1/5/20,0,38.8,51.6,64.3
Location 48,-112.175,34.174,2756,1/6/20,0,38.8,53,67.1
Location 48,-112.175,34.174,2756,1/7/20,0,41.6,53.3,65
Location 48,-112.175,34.174,2756,1/8/20,0,39.6,54.2,68.7
Location 48,-112.175,34.174,2756,1/9/20,0,35.2,46.7,58.2
Location 48,-112.175,34.174,2756,1/10/20,0,37.1,45.7,54.3
Location 48,-112.175,34.174,2756,1/11/20,0,32.3,43.8,55.4
Location 48,-112.175,34.174,2756,1/12/20,0,31.3,41.9,52.5
Location 48,-112.175,34.174,2756,1/13/20,0,32.2,44.6,57
Location 48,-112.175,34.174,2756,1/14/20,0,33.4,46.7,60
Location 48,-112.175,34.174,2756,1/15/20,0,36,49.5,62.9
Location 48,-112.175,34.174,2756,1/16/20,0,36.3,50.8,65.2
Location 48,-112.175,34.174,2756,1/17/20,0,43.6,52.2,60.9
Location 48,-112.175,34.174,2756,1/18/20,0,38.9,49.3,59.7
Location 48,-112.175,34.174,2756,1/19/20,0,37.9,52.7,67.5
Location 48,-112.175,34.174,2756,1/20/20,0,44.5,57.3,70.2
Location 48,-112.175,34.174,2756,1/21/20,0,51.7,58.5,65.3
Location 48,-112.175,34.174,2756,1/22/20,0.03,45.1,48.4,51.8
Location 48,-112.175,34.174,2756,1/23/20,0,41.2,51.3,61.4
Location 48,-112.175,34.174,2756,1/24/20,0,42.1,55.2,68.3
Location 48,-112.175,34.174,2756,1/25/20,0,41.1,54.3,67.6
Location 48,-112.175,34.174,2756,1/26/20,0,40.1,54.3,68.5
Location 48,-112.175,34.174,2756,1/27/20,0,42,53.4,64.8
Location 48,-112.175,34.174,2756,1/28/20,0,43.2,55.2,67.1
Location 48,-112.175,34.174,2756,1/29/20,0,41.2,53.4,65.6
Location 48,-112.175,34.174,2756,1/30/20,0,42.7,51.7,60.8
Location 48,-112.175,34.174,2756,1/31/20,0,42,53,64
Location 48,-112.175,34.174,2756,2/1/20,0,45.1,57.3,69.5
Location 48,-112.175,34.174,2756,2/2/20,0,45.5,60.3,75.2
Location 48,-112.175,34.174,2756,2/3/20,0,44.6,57.7,70.8
Location 48,-112.175,34.174,2756,2/4/20,0,29.1,43.1,57.1
Location 48,-112.175,34.174,2756,2/5/20,0,28.1,38,47.9
Location 48,-112.175,34.174,2756,2/6/20,0,28,39.8,51.5
Location 48,-112.175,34.174,2756,2/7/20,0,31.9,42,52.1
Location 48,-112.175,34.174,2756,2/8/20,0,37.6,49.2,60.9
Location 48,-112.175,34.174,2756,2/9/20,0,37.9,51.4,64.8
Location 48,-112.175,34.174,2756,2/10/20,0,42,53,64.1
Location 48,-112.175,34.174,2756,2/11/20,0.87,37,51.3,65.6
Location 48,-112.175,34.174,2756,2/12/20,0.04,34.2,43.3,52.5
Location 48,-112.175,34.174,2756,2/13/20,0,32.4,44.2,56
Location 48,-112.175,34.174,2756,2/14/20,0,33.5,47.2,61
Location 48,-112.175,34.174,2756,2/15/20,0,38.3,51.5,64.8
Location 48,-112.175,34.174,2756,2/16/20,0,37.3,50.3,63.2
Location 48,-112.175,34.174,2756,2/17/20,0,39.2,52.5,65.9
Location 48,-112.175,34.174,2756,2/18/20,0,40.2,54,67.8
Location 48,-112.175,34.174,2756,2/19/20,0,43,56.5,70
Location 48,-112.175,34.174,2756,2/20/20,0,43.2,56.7,70.1
Location 48,-112.175,34.174,2756,2/21/20,0,48.2,61,73.8
Location 48,-112.175,34.174,2756,2/22/20,0.04,50.1,60.9,71.8
Location 48,-112.175,34.174,2756,2/23/20,0.88,42.5,50,57.5
Location 48,-112.175,34.174,2756,2/24/20,0,40.2,48.2,56.2
Location 48,-112.175,34.174,2756,2/25/20,0,38.3,52,65.7
Location 48,-112.175,34.174,2756,2/26/20,0,38.1,47.8,57.5
Location 48,-112.175,34.174,2756,2/27/20,0,34.2,48.9,63.5
Location 48,-112.175,34.174,2756,2/28/20,0,42.4,56.9,71.5
Location 48,-112.175,34.174,2756,2/29/20,0,44,57.4,70.8
Location 48,-112.175,34.174,2756,3/1/20,0,42.1,55.6,69.1
Location 48,-112.175,34.174,2756,3/2/20,0,40.3,52.4,64.4
Location 48,-112.175,34.174,2756,3/3/20,0.06,41.1,50.1,59.1
Location 48,-112.175,34.174,2756,3/4/20,0,44,57.8,71.6
Location 48,-112.175,34.174,2756,3/5/20,0,43.9,54.5,65.1
Location 48,-112.175,34.174,2756,3/6/20,0,44.9,61.3,77.7
Location 48,-112.175,34.174,2756,3/7/20,0,49.2,62.2,75.2
Location 48,-112.175,34.174,2756,3/8/20,0,51,61.8,72.5
Location 48,-112.175,34.174,2756,3/9/20,0,43.3,54.6,65.8
Location 48,-112.175,34.174,2756,3/10/20,0.1,42.3,55.6,68.9
Location 48,-112.175,34.174,2756,3/11/20,0.82,48.6,56,63.4
Location 48,-112.175,34.174,2756,3/12/20,0.69,53.4,57.2,60.9
Location 48,-112.175,34.174,2756,3/13/20,1.03,44.4,53.3,62.2
Location 48,-112.175,34.174,2756,3/14/20,0.37,44.4,49.5,54.6
Location 48,-112.175,34.174,2756,3/15/20,0,44.2,54,63.9
Location 48,-112.175,34.174,2756,3/16/20,0,43.4,55.7,67.9
Location 48,-112.175,34.174,2756,3/17/20,0,44.4,56.3,68.2
Location 48,-112.175,34.174,2756,3/18/20,0.03,46.5,54.5,62.5
Location 48,-112.175,34.174,2756,3/19/20,1.06,40.4,48,55.5
Location 48,-112.175,34.174,2756,3/20/20,0.03,37.5,45.9,54.3
Location 48,-112.175,34.174,2756,3/21/20,0,37.6,50.6,63.6
Location 48,-112.175,34.174,2756,3/22/20,0,42.5,53.3,64.1
Location 48,-112.175,34.174,2756,3/23/20,0,42.6,53.9,65.1
Location 48,-112.175,34.174,2756,3/24/20,0.04,41.6,53.5,65.5
Location 48,-112.175,34.174,2756,3/25/20,0,41.5,54.4,67.3
Location 48,-112.175,34.174,2756,3/26/20,0,48.1,56.7,65.3
Location 48,-112.175,34.174,2756,3/27/20,0,39.5,50.3,61.1
Location 48,-112.175,34.174,2756,3/28/20,0,34.4,45.3,56.2
Location 48,-112.175,34.174,2756,3/29/20,0,34.4,49,63.7
Location 48,-112.175,34.174,2756,3/30/20,0,41.3,53.8,66.3
Location 48,-112.175,34.174,2756,3/31/20,0,43.2,56.6,70
Location 48,-112.175,34.174,2756,4/1/20,0,47.2,60.8,74.5
Location 48,-112.175,34.174,2756,4/2/20,0,51.4,62.7,74
Location 48,-112.175,34.174,2756,4/3/20,0,44.8,58.5,72.1
Location 48,-112.175,34.174,2756,4/4/20,0,45.5,59.2,73
Location 48,-112.175,34.174,2756,4/5/20,0,48.1,60.5,72.9
Location 48,-112.175,34.174,2756,4/6/20,0,49.9,61,72.1
Location 48,-112.175,34.174,2756,4/7/20,0,48.9,59.9,71
Location 48,-112.175,34.174,2756,4/8/20,0,48,60.4,72.9
Location 48,-112.175,34.174,2756,4/9/20,0.01,43.4,57.6,71.9
Location 48,-112.175,34.174,2756,4/10/20,0,40.4,53,65.5
Location 48,-112.175,34.174,2756,4/11/20,0,39.9,54.8,69.7
Location 48,-112.175,34.174,2756,4/12/20,0.04,42.1,54.2,66.3
Location 48,-112.175,34.174,2756,4/13/20,0.11,43.7,54.4,65.1
Location 48,-112.175,34.174,2756,4/14/20,0.1,44.7,54.9,65.2
Location 48,-112.175,34.174,2756,4/15/20,0,45.1,58,70.9
Location 48,-112.175,34.174,2756,4/16/20,0,44.3,59.1,73.9
Location 48,-112.175,34.174,2756,4/17/20,0,43.7,59.8,75.8
Location 48,-112.175,34.174,2756,4/18/20,0,45.6,61.2,76.9
Location 48,-112.175,34.174,2756,4/19/20,0,45.7,58.2,70.7
Location 48,-112.175,34.174,2756,4/20/20,0,44.8,59.4,73.9
Location 48,-112.175,34.174,2756,4/21/20,0,50.5,63.7,76.9
Location 48,-112.175,34.174,2756,4/22/20,0.09,48.7,60.4,72.1
Location 48,-112.175,34.174,2756,4/23/20,0,54,68.8,83.7
Location 48,-112.175,34.174,2756,4/24/20,0,55.4,72.6,89.7
Location 48,-112.175,34.174,2756,4/25/20,0,56.4,73.5,90.6
Location 48,-112.175,34.174,2756,4/26/20,0,59.2,75.5,91.7
Location 48,-112.175,34.174,2756,4/27/20,0,58.4,76.4,94.5
Location 48,-112.175,34.174,2756,4/28/20,0,60.6,76.2,91.9
Location 48,-112.175,34.174,2756,4/29/20,0,61.1,78.3,95.4
Location 48,-112.175,34.174,2756,4/30/20,0,64.2,80.5,96.7
Location 48,-112.175,34.174,2756,5/1/20,0,60.4,76.6,92.7
Location 48,-112.175,34.174,2756,5/2/20,0,58.6,75.3,92
Location 48,-112.175,34.174,2756,5/3/20,0,58,73.5,89
Location 48,-112.175,34.174,2756,5/4/20,0,56.9,72.8,88.8
Location 48,-112.175,34.174,2756,5/5/20,0,56.8,75.5,94.3
Location 48,-112.175,34.174,2756,5/6/20,0,62.4,79.5,96.7
Location 48,-112.175,34.174,2756,5/7/20,0,61.5,79.7,97.8
Location 48,-112.175,34.174,2756,5/8/20,0,61.7,80.2,98.8
Location 48,-112.175,34.174,2756,5/9/20,0,63.8,79.8,95.8
Location 48,-112.175,34.174,2756,5/10/20,0,63.2,78.9,94.7
Location 48,-112.175,34.174,2756,5/11/20,0,64.9,77.9,91
Location 48,-112.175,34.174,2756,5/12/20,0,64.4,77.2,90
Location 48,-112.175,34.174,2756,5/13/20,0,61,73,85
Location 48,-112.175,34.174,2756,5/14/20,0,54.7,68.2,81.8
Location 48,-112.175,34.174,2756,5/15/20,0,55.7,69.3,82.9
Location 48,-112.175,34.174,2756,5/16/20,0,56.7,71.3,85.8
Location 48,-112.175,34.174,2756,5/17/20,0,61.4,76.6,91.7
Location 48,-112.175,34.174,2756,5/18/20,0,62.2,76.2,90.2
Location 48,-112.175,34.174,2756,5/19/20,0,62.2,75.7,89.2
Location 48,-112.175,34.174,2756,5/20/20,0,50,65.5,80.9
Location 48,-112.175,34.174,2756,5/21/20,0,48.7,64.2,79.7
Location 48,-112.175,34.174,2756,5/22/20,0,55.4,70.5,85.5
Location 48,-112.175,34.174,2756,5/23/20,0,56.4,70.8,85.2
Location 48,-112.175,34.174,2756,5/24/20,0,59.3,72.1,84.9
Location 48,-112.175,34.174,2756,5/25/20,0,60.1,74,87.9
Location 48,-112.175,34.174,2756,5/26/20,0,62.7,77.2,91.6
Location 48,-112.175,34.174,2756,5/27/20,0,66.1,80.5,94.9
Location 48,-112.175,34.174,2756,5/28/20,0,67.6,85.1,102.6
Location 48,-112.175,34.174,2756,5/29/20,0,71.1,86.9,102.8
Location 48,-112.175,34.174,2756,5/30/20,0,71.4,88,104.6
Location 48,-112.175,34.174,2756,5/31/20,0,73.1,87,100.9
Location 48,-112.175,34.174,2756,6/1/20,0,67.6,83.4,99.1
Location 48,-112.175,34.174,2756,6/2/20,0,68.2,83.6,99
Location 48,-112.175,34.174,2756,6/3/20,0,75.2,89.3,103.5
Location 48,-112.175,34.174,2756,6/4/20,0,75.3,90.1,104.8
Location 48,-112.175,34.174,2756,6/5/20,0,76.1,90,103.9
Location 48,-112.175,34.174,2756,6/6/20,0,62.7,80.9,99.1
Location 48,-112.175,34.174,2756,6/7/20,0,62.5,73.3,84
Location 48,-112.175,34.174,2756,6/8/20,0,64.6,75.4,86.1
Location 48,-112.175,34.174,2756,6/9/20,0,56.6,69.8,82.9
Location 48,-112.175,34.174,2756,6/10/20,0,57.6,74.1,90.5
Location 48,-112.175,34.174,2756,6/11/20,0,64,80.9,97.8
Location 48,-112.175,34.174,2756,6/12/20,0,66.4,84.6,102.8
Location 48,-112.175,34.174,2756,6/13/20,0,72.5,85.9,99.3
Location 48,-112.175,34.174,2756,6/14/20,0,62.5,79.3,96.1
Location 48,-112.175,34.174,2756,6/15/20,0,64.2,80.1,96
Location 48,-112.175,34.174,2756,6/16/20,0,64.3,80.3,96.2
Location 48,-112.175,34.174,2756,6/17/20,0,69.6,82.5,95.4
Location 48,-112.175,34.174,2756,6/18/20,0,69.7,81.5,93.2
Location 48,-112.175,34.174,2756,6/19/20,0,64.8,79.4,94.1
Location 48,-112.175,34.174,2756,6/20/20,0,65.4,80.7,96
Location 48,-112.175,34.174,2756,6/21/20,0,68.1,83.1,98.1
Location 48,-112.175,34.174,2756,6/22/20,0,71.1,86.5,101.9
Location 48,-112.175,34.174,2756,6/23/20,0,71.4,86.6,101.9
Location 48,-112.175,34.174,2756,6/24/20,0,71.1,87,102.9
Location 48,-112.175,34.174,2756,6/25/20,0,72,88,103.9
